Nazwa,Nazwa przedsięwzięcia,Miejsce Realizacji Województwo,Grantobiorca Miejscowość,Grantobiorca Ulica,Grantobiorca Nr budynku,Grantobiorca Kod pocztowy,Wartość wsparcia
Ewa Doiczman ART CAFE Cafe&Restaurant,Rozszerzenie działalności gospodarczej firmy ART CAFE cafe & restaurant o usługi z zakresu kateringu dla odbiorców zewnętrznych instytucjonalnych i indywidualnych w powiecie nakielskim w województwie kujawsko-pomorskim,KUJAWSKO-POMORSKIE,Nakło nad Notecią,Konstytucji 3 Maja,1,89-100,540000
HOTEL MEDICAL SPA UNITRAL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,"Rozszerzenie działalności hotelu Unitral w regonie zachodniopomorskim, poprzez wprowadzenie nowych usług.",ZACHODNIOPOMORSKIE,Mielno,Piastów,6,76-032,539554.07
Karol Jarzębiński,„Dywersyfikacja działalności jako zwiększenie konkurencyjności i odporności firmy Karol Jarzębiński wobec możliwości wystąpienia kryzysów w branży HoReCa w województwie pomorskim,Pomorskie,Gdańsk,Chlebnicka,43,80-830,436528.49
Anita Puławska ATENA,"Rozszerzenie zakresu świadczonych usług turystycznych o usługi poprawy kondycji fizycznej, poprawa standardu obsługi turystów oraz montaż instalacji fotowoltaicznej w Willi ATENA w Łebie woj. pomorskie",Pomorskie,Łeba,Generała Bema,9,84-360,369373.76
City Project sp. z o.o.,Dywersyfikacja działalności Smart Stay Hostel o nową usługę wypożyczalni sprzętu rekreacyjnego w Gdyni oraz województwie pomorskim (Region 1 - województwo pomorskie),POMORSKIE,Gdynia,Poleska,25,81-321,538110
"TERESA KOTARSKA PRZEDSIĘBIORSTWO TURYSTYCZNE ""POMORZE","Wzmocnienie odporności firmy TERESA KOTARSKA PRZEDSIĘBIORSTWO TURYSTYCZNE ""POMORZE"" poprzez rozszerzenie działalności i unowocześnienie bazy usługowej w regionie 1: kujawskopomorskie, pomorskie i zachodniopomorskie.",KUJAWSKO-POMORSKIE,Charzykowy,Turystyczna,53,89-606,154385.74
Firma Handlowo-Gastronomiczna Lewandowska Katarzyna,"Przebudowa i dywersyfikacja oferty gastronomicznej Restauracji ""Panorama"" z Torunia z województwa kujawsko-pomorskiego celem zwiększenia jej odporności na kryzysy",KUJAWSKO-POMORSKIE,Toruń,Kwiatowa,14,87-100,509940.01
"HOTEL ""MORIS” STANISŁAW RACZKOWSKI",Dywersyfikacja działalności Hotelu MORIS działającego w regionie 1 w województwie pomorskim poprzez wprowadzenie nowych usług wynajmu apartamentów i strefy SPA oraz wdrożenie rozwiązań zielonej transformacji sposobem na uodpornienie na przyszłe kryzysy i poszerzenie grona klientów,POMORSKIE,Gdańsk,Bursztynowa,10,80-342,539820
PENSIONE ANTONIO SPÓŁKA CYWILNA ANTONI BATURA," GENOWEFA BATURA, MARCIN BATURA,Dywersyfikacja i rozszerzenie działalności ANTONI BATURA: PENSIONE ANTONIO SPÓŁKA CYWILNA ANTONI BATURA, GENOWEFA BATURA,MARCIN BATURA Region Pomorze",POMORSKIE,Słupsk,Wileńska,7-8,76-200,530871.8
"Ośrodek Wypoczynkowy ""Słowiniec"" Krystyna Puszcz",Rozszerzenie działalności Ośrodka Wypoczynkowego Słowiniec w regionie 1 pomorskim,Pomorskie,Łeba,Nadmorska,19,84-360,503889.31
FHU Michał Rydzewski,"Zwiększenie odporności Firmy Handlowo Usługowej Michał Rydzewski poprzez dywersyfikację prowadzonej działalności o usługi noclegowe w ramach regionu nr 1 kujawsko-pomorskie, pomorskie i zachodniopomorskie”",ZACHODNIOPOMORSKIE,Szczecin,Szeroka,60 F,71-211,411735.91
Marta Wojciechowska - naTacy,"Rozszerzenie działalności o usługę profesjonalnego i kompleksowego przygotowania spotkań plenerowych - Region 1, województwo zachodniopomorskie",ZACHODNIOPOMORSKIE,Szczecin,Podmokła,14,71-776,499420.51
RESTAURACJA RITZ Barbara Ritz,Dywersyfikacja i rozszerzenie działalności RESTAURACJA RITZ Barbara Ritz Region Pomorze,POMORSKIE,Gdańsk,Szafarnia,6,80-755,291170.81
Dom Wczasowy Marynarski Roman Maza,Rozszerzenie oferty Domu Wczasowego Marynarski Roman Maza poprzez integrację usług edukacyjnych i rekreacyjnych oraz dostosowanie infrastruktury pod potrzeby osób z autyzmem.,ZACHODNIOPOMORSKIE,Darłowo,Marynarska,44,76-150,402030
ENJOY PRZYJEMNOŚĆ ZABAWY ALEKSANDRA JANKOWSKA,Łagodzenie skutków pandemii Covid 19 poprzez wprowadzenie nowej usługi w przedsiębiorstwie z Regionu 1 województwo zachodniopomorskie,ZACHODNIOPOMORSKIE,Nowe Bielice,Astrów,3,76-039,167095.92
GVARA DIAK FRIDRYCH Spółka Jawna,Zwiększenie odporności przedsiębiorstwa DIAKOSZ MARCIN DIAK SPÓŁKA JAWNA na sytuacje kryzysowe w wyniku rozszerzenia oraz dywersyfikacji prowadzonej działalności (REGION 1: województwo pomorskie),POMORSKIE,Gdańsk,Chlebnicka,48,80-830,337831.96
TASHI TRAVEL ADAM BIERZYŃSKI,Dywersyfikacja działalności agentów turystycznych poprzez wdrożenie usług cyfryzacji przestrzeni z wykorzystaniem technologii wirtualnej rzeczywistości,Pomorskie,Gdańsk,,41c,80-391,176542.2
Magdalena Drewa Gościniec ZACISZE," Biuro Księgowo-Prawne Wnioski Unijne, Serwis HVAC,Dywersyfikacja działalności Gościńca Zacisze w Chmielnie w województwie pomorskim poprzez wprowadzenie nowych usług oraz zwiększenie kompetencji pracowników",POMORSKIE,Chmielno,Garncarska,36,83-333,449940.01
VIVA SYLWIA TOPOLEWSKA,"Dywersyfikacja działalności VIVA Sylwia Topolewska prowadzonej w regionie 1 w województwie pomorskim poprzez wprowadzenie nowych usług, wdrożenie zielonej i cyfrowej transformacji oraz przeszkolenie pracowników sposobem na uodpornienie na przyszłe kryzysy i poszerzenie grona klientów",POMORSKIE,Rumia,Mickiewicza,19A,84-230,539846.1
Alfred Czapiewski Centrum Wypoczynkowo-Szkoleniowe Ostrzyce ,",Zajazd Ostrzycki"",Nowe możliwości rekreacyjne w Centrum Wypoczynkowo Szkoleniowym w Ostrzycach w woj. pomorskim",POMORSKIE,Ostrzyce,Droga Kaszubska,56,83-311,539590.96
"Mariusz Zawadzki ""PERSONA""","Zwiększenie odporności przedsiębiorstwa Mariusz Zawadzki ""PERSONA"" na sytuacje kryzysowe w wyniku dywersyfikacji prowadzonej działalności (REGION 1: województwo pomorskie)",Pomorskie,Sopot,Parkowa,19,81-726,457079.24
Agencja SKY Rafał Chromiński,"Sky Gelato - Niebieńskie lody Gelato – Linia produkcyjna innowacyjnych, wysokojakościowych lodów naturalnych z lokalnych składników dywersyfikująca działalność przedsiębiorstwa w obszarze b2b i b2c. Region 1 - województwa kujawsko-pomorskie, pomorskie, zachodniopomorskie.",POMORSKIE,Gdańsk,Wołkowyska,9,80-283,351402.27
RESTAURACJA 'TEQUILA' ARKADIUSZ ŚMIAROWSKI,Dywersyfikacja i rozszerzenie działalności RESTAURACJA 'TEQUILA' ARKADIUSZ ŚMIAROWSKI region POMORZE,POMORSKIE,Rumia,Henryka Dąbrowskiego,107,84-230,533681.65
AKSUB Adrian Klein,Elektryczna Mobilność: Rowerowe Podróże Pomorskim Szlakiem - uruchomienie usługi wypożyczalni rowerów elektrycznych na terenie województwa pomorskiego,POMORSKIE,Gdańsk,Obrońców Wybrzeża,1,80-398,271098.29
Pałac Kłanino Dagmara Kołtonowska,"Kawa & Lody na Kółkach"" - wprowadzenie usługi obwoźnej sprzedaży lodów i kawy na terenie województwa pomorskiego.",POMORSKIE,Kłanino,Pałacowa,7,84-107,533880
D.W. SAWANA Dariusz Kucharski,Bankietowa Harmonia: Tworzenie Niezapomnianych Imprez z Cateringiemna Wysokim Poziomie- dywersyfikacja prowadzonej działalności poprzezwprowadzenie usługi mobilnej organizacji imprez wraz z obsługą cateringową na terenie województwa pomorskiego,Pomorskie,Jastrzębia Góra,Uzdrowiskowa,5,84-104,420025.66
THEBOTTLE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Dywersyfikacja działalności spółki theBottle z województwa pomorskiego.,POMORSKIE,Sopot,Tadeusza Kościuszki,16,81-704,539550
RM Szpak Radosław Spaczyński,Dywersyfikacja działalności prowadzonej przez RM Szpak Radosław Spaczyński,POMORSKIE,Baldram,,40,82-500,278500.5
Jolanta Kąkol,"Wprowadzenie nowej usługi, związanej z wykonywaniem zabiegów oraz ćwiczeń przyczyniających się do redukcji masy ciała i poprawy sprawności fizycznej, w celu dywersyfikacji oraz zwiększenia odporności na sytuacje kryzysowe działalności prowadzonej przez Jolantę Kąkol.",POMORSKIE,Pomlewo,Leśników,3,83-047,128384.1
CENTRUM PROMOCJI EKSPORTU PROEXPO ZASADA I WSPÓLNICY SPÓŁKA JAWNA,Wprowadzenie nowej usługi z sektora turystycznego w celu dywersyfikacji działalności firmy oraz zwiększenia odporności na sytuacje kryzysowe - województwo kujawsko-pomorskie,Kujawsko-pomorskie,Bydgoszcz,Leśna,5,85-676,540000
HOTEL OLIWSKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Inwestycja polegająca na stworzeniu baru do serwowania dań i napojów, umożliwiającego rozszerzenie działalności o nową usługę gastronomiczną, w celu zwiększenia odporności na kryzysy firmy Hotel Oliwski sp. z o.o.",Pomorskie,Gdańsk,Piastowska,1,80-332,213290.1
ELJAZZ KINGA ELIASZ,"Cyfrowa i Zielona Transformacja ELJAZZ KINGA ELIASZ"" - rozszerzenie i dywersyfikację działalności artystycznej poprzez wprowadzenie nowoczesnych technologii sprzedaży oraz inwestycje w zieloną energię i efektywność energetyczną (Region 1 - województwa kujawsko-pomorskie, pomorskie, zachodniopomorskie)",KUJAWSKO-POMORSKIE,Bydgoszcz,Kręta,3,85-117,188415.18
Dobre Miejsca Tomasz Wojewoda,„Rozpoczęcie świadczenia nowej usługi najmu krótkoterminowego w regionie 1- w województwie zachodniopomorskim szansą na rozwój i wzmocnienie odporności firmy Tomasz Wojewoda Dobre Miejsca poprzez dywersyfikację działalności w branży HoReCa,Zachodniopomorskie,Wrocław,Obornicka,99,51-114,539811
Strzyżewski Przemysław Firma Gastronomiczna KADR,Rozszerzenie działalności gastronomicznej firmy KADR w Toruniu (woj. kujawsko-pomorskie) poprzez wdrożenie nowych usług cateringowych i kawiarnianych,KUJAWSKO-POMORSKIE,Toruń,Żeglarska,5,87-100,199539.03
Korty Tenisowe Wielki Kack Krystian Matuszewski,Dywersyfikacja działalności kortów tenisowych o ekologiczną wypożyczalnie rowerów w regionie pomorskim.,POMORSKIE,Gdynia,Deszczowa,29,81-577,115155
West Pomeranian Tomasz Krysiak,Wprowadzenie nowych usług w obiekcie Wisełka Park w województwie zachodniopomorskim w ramach dywersyfikacji obecnej działalności firmy West Pomeranian Tomasz Krysiak oraz podniesienie kompetencji pracowników i udoskonalenie obecnego modelu biznesowego firmy celem zwiększenia liczby klientów i odporności firmy na ewentualne przyszłe kryzysy,ZACHODNIOPOMORSKIE,Szczecin,Szybowcowa,40,70-843,465013.95
P & N CONSULTING & INVESTMENTS GROUP - TOMASZ NIEDZIELSKI,WYNAJEM NOWOCZESNYCH JACHTÓW oraz AUTOMATYZACJA SYSTEMU REZERWACJI USŁUG BELATRIX NAD BAŁTYKIEM - rozszerzenie i dywersyfikacja działalności w zakresie usług turystycznych w woj. zachodniopomorskim,Zachodniopomorskie,Poznań,Jana Henryka Dąbrowskiego,77a,60-529,539316
BALTICA KATARZYNA WÓJCIK,Dywersyfikacja oraz rozszerzenie działalności restauracji Amore Mio w województwie zachodniopomorskim,Zachodniopomorskie,Szczecin,Majora Władysława Raginisa,19,71-625,264780.22
FIRMA USŁUGOWO-HANDLOWA COMBO MARCIN LAJDAMIK,Inwestycja na terenie województwa zachodniopomorskiego w zwiększenie odporności przedsiębiorstwa oraz dywersyfikację usług w Firmie Usługowo-Handlowej Combo Marcin Lajdamik poprzez uruchomienie usługi cateringowej na wydarzenia plenerowe,Zachodniopomorskie,Szczecin,Duńska,10,71-795,400662.33
CIECHOCINEK DEVELOPMENT GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Rozszerzenie i dywersyfikacja działalności gospodarczej Przedsiębiorstwa Ciechocinek Development Group spółka z ograniczoną odpowiedzialnością poprzez unowocześnienie bazy usługowej na terenie województwa kujawsko – pomorskiego , zakup urządzeń pralniczych, zakup i montaż instalacji fotowoltaicznej, wdrożenie systemu informatycznego, zakup łóżek masujących oraz rozpoczęcie świadczenia nowej usług",Kujawsko-pomorskie,Ciechocinek,Słońsk Górny,29,87-720,357748.67
GIM GROUP SP. Z O.O.,Projekt GIM GROUP SPÓŁKA SP. Z O.O. na wdrożenie nowych usług w sektorze HoReCa w województwie pomorskim,POMORSKIE,Ostrowo,Obozowa,76-78,84-105,516681.8
EKAJAKI.PL ANDRZEJ TENDERENDA,"Zakup wyposażenia służącego rozwoju wypożyczalni sprzętów wodnych oraz wprowadzeniu do oferty firmy usług cateringowych, a także powiązanych usług informatycznych, szkoleniowych i doradczych pozwalających na rozszerzenie i dywersyfikację profilu działalności firmy ekajaki.pl z siedzibą w Łupawsku (województwo pomorskie), wraz ze zwiększeniem odporności firmy na przyszłe kryzysy oraz zmniejszeniem",POMORSKIE,Łupawsko,,12a,77-116,381947.3
Agata Karcewicz,"Rozszerzenie mobilnej bazy noclegowej poprzez dywersyfikację prowadzonej działalności pola namiotowego na terenie województwa zachodniopomorskiego, powiatu gryfickiego, gminy Rewal.",Zachodniopomorskie,Pabianice,Dobra,17,95-200,537750
Hubert Gonera „LANDBRAND”,"Uruchomienie nowej usługi saunowania i wynajmu sauny mobilnej oraz rozszerzenie działalności noclegowej w oparciu o drewniane domki rekreacji zbudowane z wykorzystaniem technologii ekologicznych, uwzględniające potrzeby osób z niepełnosprawnościami jako sposób dywersyfikacji i rozszerzenia działalności turystycznej firmy „LANDBRAND” Hubert Gonera (województwo pomorskie) wraz ze zwiększeniem odpor",POMORSKIE,Poznań,Czekoladowa,4,61-680,442921.4
Pomelo Bistro Krzysztof Szymański,Zwiększenie odporności przedsiębiorstwa Pomelo Bistro Krzysztof Szymański na sytuacje kryzysowe w wyniku rozszerzenia prowadzonej działalności (REGION 1: województwo pomorskie),POMORSKIE,Gdańsk,Ogarna,121,80-826,449508.82
ŻANETA KAMIŃSKA,Dywersyfikacja działalności Hotelu Residence w Rewalu w woj. zachodniopomorskim poprzez wprowadzenie do oferty nowych usług gastronomicznych,ZACHODNIOPOMORSKIE,Szczecin,Leśna Polana,16,70-782,539999.99
HOTEL BARLINEK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Uruchomienie nowej usługi wynajmu katamaranu przez Hotel Barlinek Sp. z o.o. w woj. zachodniopomorskim.,ZACHODNIOPOMORSKIE,Barlinek,Jeziorna,14,74-320,540000
Obiekt Sportowo-Rekreacyjny Paulina Wiśniewska,Rozpoczęcie świadczenia nowych usług dzięki rozszerzeniu profilu działalności Obiektu Sportowo - Rekreacyjnego o usługi dla poprawy kondycji fizycznej w Regionie 1 tj. województwie kujawsko-pomorskim.,KUJAWSKO-POMORSKIE,Brzozie,,157,87-313,539515.8
RAFAŁ WENSIERSKI,"Wprowadzenie nowej usługi związanej z poprawą kondycji fizycznej oraz usługi wypożyczania elektrycznych: rowerów, hulajnog i desek surfingowych e-foil w województwie pomorskim",POMORSKIE,Jantar,Rybacka,48,82-103,523322.88
DWOREK BIELIN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Rozszerzenie działalności Dworek Bielin Sp. z o.o. poprzez wdrożenie nowej usługi wynajmu apartamentu z udogodnieniami dla gości na obszarze województwa zachodniopomorskiego,ZACHODNIOPOMORSKIE,Moryń,,1,74-503,535865.94
Wojciech Borowski,"Budowa obiektu noclegowego, jako przedsięwzięcie realizowane w województwie kujawsko-pomorskim, którego celem jest rozszerzenie usług wspierających prowadzenie działalności gospodarczej i dywersyfikacja oferty zakładu o usługi krótkoterminowego zakwaterowania w sposób zwiększający odporność przedsiębiorstwa w okresie kryzysów, w tym pandemii.",KUJAWSKO-POMORSKIE,Grudziądz,Armii Krajowej,15,86-300,479400.01
BROFIT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Dywersyfikacja działalności spółki BROFIT poprzez działania inwestycyjne, szkoleniowe i doradcze realizowane w województwie kujawsko-pomorskim",KUJAWSKO-POMORSKIE,Brodnica,Wąska,5b,87-300,539963.61
Jacek Matyjasik FIRMA HANDLOWO-USŁUGOWA,Zwiększenie odporności firmy Jacek Matyjasik FIRMA HANDLOWOUSŁUGOWA poprzez rozszerzenie prowadzonej działalności o zapewnienie krótkotrwałego zakwaterowania w przyczepach kempingowych.,ZACHODNIOPOMORSKIE,Pyrzyce,Plac Wolności,3,74-200,507421.32
"Ryszard Król PPHiUT ""RÓŻA WIATRÓW""","Zwiększenie odporności firmy Ryszard Król PPHiUT „Róża Wiatrów” poprzez rozszerzenie działalności hotelowej o usługi udostępniania sali konferencyjnej w ramach regionu nr 1 kujawsko-pomorskie, pomorskie i zachodniopomorskie",ZACHODNIOPOMORSKIE,Jarosławiec,Słoneczna,10A,76-107,474000.01
BanGlob Sp. z o.o.,Dywersyfikacja usług w BanGlob Sp. z o.o. sposobem na zabezpieczenie firmy na przyszłe kryzysy (jak np. pandemia) – Region 1,POMORSKIE,Gdynia,Cypriana Kamila Norwida,4c,81-434,536843.7
RED HOUSE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Wprowadzenie nowych usług w domkach letniskowych AURUM w Pogorzelicy oraz BRYZA w Jarosławcu w woj. zachodniopomorskim,ZACHODNIOPOMORSKIE,Wrocław,Będzińska,13C,52-230,539991.58
KREDYTPLUS ARTUR ŻEMŁO,Rozszerzenie i dywersyfikacja działalności prowadzonej przez Kredytplus Artur Żemło w regionie zachodniopomorskim w celu ograniczenia skutków kryzysu wywołanego przez COVID- 19,ZACHODNIOPOMORSKIE,Wołczkowo,Słoneczna,22,72-003,522405
Willa Lubicz Sp. z o.o.,Zwiększenie odporności i konkurencyjności firmy Willa Lubicz Spółka z ograniczoną odpowiedzialnością na sytuacje kryzysowe w wyniku dywersyfikacji prowadzonej działalności: REGION 1 - województwo pomorskie,POMORSKIE,Gdynia,Orłowska,43,81-522,103685.4
MAGDALENA KARABON ,",MNM"",Wprowadzenie do oferty MNM Magdalena Karabon nowych usług w ośrodku wczasowym Grześ w Mikoszewie (Pomorze) .",POMORSKIE,Mikoszewo,Letnia,3,81-103,197234.48
PADAWA II GOLEMA DARIUSZ SPÓŁKA JAWNA,"Uruchomienie nowych usług gastronomicznych „Deserownia” i ""Mix Śniadanko"" oraz wdrożenie innowacyjnej e-obsługi klienta poprzez uruchomienie kiosku multimedialnego w Restauracji Columbus w Szczecinie w województwie zachodniopomorskim",ZACHODNIOPOMORSKIE,Szczecin,Wały Chrobrego,6,70-500,396793.63
BAR MLECZNY ZAKŁADKA MACIEJ MODZELEWSKI BARBARA MODZELEWSKA SPÓŁKA CYWILNA,DYWERSYFIKACJA DZIAŁALNOŚCI BARU MLECZNEGO ZAKŁADKA POPRZEZ ŚWIADCZENIE NOWYCH USŁUG. WPROWADZENIE NOWEGO PRODUKTU I ZMNIEJSZENIE ŚLADU WEGLOWEGO W REGIONIE POMORSKIE,POMORSKIE,Rumia,Starowiejska,2,84-230,125372.06
VACANZA PARK ZDZISŁAW WILCZYŃSKI,Zwiększenie konkurencyjności oraz wprowadzenie nowych usług zwiększających ilość nowych gości w ośrodku Vacanza Park w Nowęcinie województwo pomorskie - region 1.,POMORSKIE,Nowęcin,Wczasowa,7,84-360,233515.5
PADAWA III Golema Dariusz Sp. J.,"Uruchomienie nowych usług gastronomicznych „Deserownia” i ""Grill Steakhouse- sezonowanie mięs"" oraz wdrożenie innowacyjnej e-obsługi klienta poprzez uruchomienie kiosku multimedialnego w Colorado Steakhouse w Szczecinie w województwie zachodniopomorskim",ZACHODNIOPOMORSKIE,Szczecin,Wały Chrobrego,5,70-500,272059.4
K5 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Zwiększenie odporności przedsiębiorstwa K5 Sp. z o. o. na sytuacje kryzysowe w wyniku dywersyfikacji prowadzonej działalności (REGION 1: województwo pomorskie),POMORSKIE,Gdynia,Kłajpedzka,5c,81-533,539923.41
AMBER SIDE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Dywersyfikacja działalności Amber Side poprzez wdrożenie mobilnych usług gastronomicznych z zachowaniem standardów ekologicznych i cyfryzacyjnych.,POMORSKIE,Gdańsk,Żaglowa,11,80-560,473989.03
Kordian Różański MacroTech,Zwiększenie odporności przedsiębiorstwa Kordian Różański MacroTech na sytuacje kryzysowe w wyniku rozszerzenia prowadzonej działalności (REGION 1: województwo kujawsko-pomorskie),KUJAWSKO-POMORSKIE,Włocławek,Pogodna,3,87-800,514967.57
WYGODA-CATERING NORKOWSKA SPÓŁKA JAWNA,"Wygodna organizacja targów, konferencji i wystaw - rozszerzenie działalności przedsiębiorstwa WYGODA-CATERING NORKOWSKA Sp. j. na terenie województwa kujawsko-pomorskiego (Region 1)",KUJAWSKO-POMORSKIE,Kawęczyn,,1,87-123,66947.27
MAŁGORZATA ABRAMOWSKA ABMA-USŁUGI,Rozszerzenie oferty Gościńca Krys w województwie kujawskopomorskim.,KUJAWSKO-POMORSKIE,Żnin,Szpitalna,20g,88-400,414000
"USŁUGI OGÓLNOBUDOWLANE ""KELLER"" KELLER WITOLD","Dywersyfikacja prowadzonej działalności poprzez wprowadzenie usług świadczenia zajęć sportowo-rekreacyjnych dla grup oraz osób indywidualnych, w tym dla osób ze specjalnymi potrzebami z wykorzystaniem interaktywnego programu gry terenowej w gminie Sierakowice w woj. pomorskim.",POMORSKIE,Załakowo,,18,83-340,537177.13
CASABLANCA ABDELAZIZ TAJAR,"Rozszerzenie działalności firmy Casablanca na terenie Regionu 1 - województwa kujawsko-pomorskie, pomorskie, zachodniopomorskie poprzez wprowadzenie nowych usług cateringu dla klientów B2B",POMORSKIE,Kwidzyn,Józefa Piłsudskiego,29,82-500,502702.2
"OŚRODEK WYPOCZYNKOWY ""CZTERY PORY ROKU"" ANNA SZCZUPAKOWSKA",Poszerzenie usług oraz unowocześnienie bazy Ośrodka Cztery Pory Roku szansą na wzmocnienie prowadzonej działalności w województwie zachodniopomorskim,ZACHODNIOPOMORSKIE,Dźwirzyno,Spacerowa,2a,78-131,473996.22
